15	16.58741634	11.33914824	9.335253585	8.252683745	7.567391978	7.09168419	6.740824738	6.470676858	6.255880292	6.080778142	5.812060876	5.535081616	5.248424748	5.100897858	4.950187054	4.795933437	4.637701895	4.474956179	4.307022398
16	16.12019551	10.97098965	9.005936856	7.944202271	7.271859486	6.804934648	6.460391446	6.194981663	5.983855012	5.811668029	5.547263154	5.27447604	4.991809334	4.846163031	4.697226156	4.544607612	4.38782854	4.226291849	4.059236599
17	15.72222635	10.65843819	8.726852036	7.683062089	7.021866266	6.562497005	6.223382666	5.962041028	5.754061542	5.584371076	5.323651117	5.054431213	4.775134745	4.631061662	4.483593258	4.332306009	4.176676419	4.016044337	3.84955685
18	15.37930598	10.38991221	8.487454528	7.459277515	6.807775867	6.354973351	6.020573523	5.762761197	5.557508841	5.389978842	5.132440874	4.866288528	4.589868413	4.447124541	4.300882812	4.150687147	3.99596867	3.836002131	3.669837889
19	15.08084102	10.15681177	8.279932106	7.2654606	6.622465306	6.175421571	5.845153016	5.590430454	5.387562915	5.221919789	4.967154982	4.703665062	4.429722348	4.288111342	4.142902349	3.993606693	3.839609509	3.680118587	3.514082953
20	14.81877555	9.95262315	8.098379787	7.096034067	6.46056185	6.018608472	5.691989043	5.439993193	5.239228	5.075246211	4.822918059	4.561757977	4.289966445	4.149328424	4.004994803	3.856444349	3.703015714	3.543848036	3.377784558
21	14.58687806	9.772326153	7.938255045	6.946712411	6.317940339	5.880518225	5.557144922	5.307572584	5.108674052	4.946165606	4.695994051	4.436887752	4.166977747	4.02718114	3.883593898	3.73566233	3.582678223	3.423710529	3.257492414
22	14.38025503	9.611991651	7.796008703	6.814150802	6.19138337	5.758020256	5.437552906	5.190148353	4.992917879	4.83172452	4.583474166	4.326190245	4.057936699	3.918872208	3.775924641	3.628508008	3.475866948	3.316998834	3.150522616
23	14.19501174	9.46850201	7.66882905	6.695701994	6.078346209	5.648639651	5.330788559	5.085334185	4.889602925	4.729590237	4.483061456	4.227404214	3.960617622	3.82219368	3.679796805	3.532808912	3.380427298	3.221576506	3.054757282
24	14.02801082	9.33935292	7.55446081	6.589244543	5.976790793	5.550395104	5.234911592	4.991220743	4.79684399	4.637896886	4.392919019	4.138721614	3.873241153	3.735380458	3.593459526	3.446828424	3.294636987	3.135735808	2.96850359
25	13.87669745	9.222510359	7.451074703	6.493059157	5.88506633	5.46168243	5.148351478	4.906262879	4.713115713	4.555134934	4.311561014	4.058680167	3.794368366	3.657005207	3.515497011	3.369162279	3.217103341	3.058095838	2.890392737
26	13.73897062	9.116305638	7.357171892	6.405738218	5.801821989	5.381189419	5.06982388	4.829197263	4.637171121	4.480070488	4.237773105	3.986084947	3.722823526	3.585901686	3.44475246	3.298663092	3.146688422	2.987528256	2.819306272
27	13.61308701	9.019357252	7.271512947	6.326118571	5.725942086	5.307832651	4.998268652	4.758981281	4.567981245	4.411685477	4.170553495	3.919950284	3.657636856	3.521107965	3.380271724	3.234384455	3.082453583	2.923102298	2.754321579
28	13.49758824	8.930511897	7.193064301	6.253230915	5.656497301	5.240709971	4.932803227	4.694747102	4.504689719	4.349132686	4.109068624	3.859456114	3.598001557	3.461823773	3.321260991	3.175538967	3.023617839	2.864043494	2.694670941
29	13.3912451	8.8487994	7.120957395	6.186261216	5.59270751	5.179064288	4.872687108	4.635766714	4.446578231	4.29170154	4.052619446	3.803914768	3.54324111	3.407378057	3.267054608	3.121466319	2.969526213	2.809702286	2.639710432
30	13.29301437	8.773397887	7.054457147	6.12452095	5.533913138	5.122255677	4.817294523	4.581424983	4.393039913	4.238791759	4.000615482	3.752745419	3.492784114	3.357204029	3.217090322	3.071608738	2.919625393	2.759529889	2.58889599
40	12.60935783	8.250750892	6.594539978	5.698134144	5.128263425	4.730568331	4.435546744	4.207036577	4.0242614	3.874386084	3.642469598	3.400279728	3.14498953	3.011129917	2.872108683	2.726815931	2.57366634	2.410252969	2.232588062
60	11.97298729	7.767762354	6.171230784	5.306701558	4.75652075	4.372054609	4.086419814	3.86482817	3.68729528	3.541475241	3.315280231	3.078102385	2.826551834	2.693757434	2.554944301	2.408567094	2.252265546	2.08209516	1.890457944
120	11.38019033	7.321107258	5.781368317	4.947154185	4.415675807	4.043746615	3.766975258	3.551881884	3.379237205	3.237162411	3.016150258	2.783283528	2.534418319	2.401888427	2.262125234	2.112844201	1.950205478	1.766742837	1.543306325
240	10.82756617	6.907755279	5.422078732	4.616706738	4.10300113	3.742957414	3.474555193	3.265560195	3.097462763	2.958829845	2.742457534	2.513153215	2.265737331	2.132441574	1.990102143	1.835048938	1.660120551	1.44681197	1
